tbl;Year;quarter;citymarketid;city;markets;cur_passengers;cur_fare;cur_yield;distance;ly_passengers;ly_fare;ly_yield;ly_distance;Geocoded_City;tbl2pk
Table 2;2000;1;30647;Cleveland, OH (Metropolitan Area);33;1,392,100;193.42;20.93;924.0;1,408,940;180.80;20.35;888.2;"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)";2000130647
Table 2;2005;3;33244;Memphis, TN;18;484,500;214.15;23.28;919.8;493,490;204.50;21.89;934.2;"Memphis, TN
(35.143378, -90.052136)";2005333244
Table 2;2002;4;30423;Austin, TX;29;1,004,800;168.35;16.48;1,021.3;968,550;150.88;14.60;1,033.3;"Austin, TX
(30.264979, -97.746598)";2002430423
Table 2;2002;2;30397;Atlanta, GA (Metropolitan Area);70;5,191,520;160.24;19.68;813.9;5,588,990;185.53;22.80;813.6;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";2002230397
Table 2;2008;2;31703;New York City, NY (Metropolitan Area);72;13,761,850;214.01;17.64;1,212.6;14,308,160;190.75;15.74;1,211.7;"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)";2008231703
Table 2;2001;3;30423;Austin, TX;29;1,001,800;158.98;16.03;991.4;1,147,490;196.21;20.52;955.8;"Austin, TX
(30.264979, -97.746598)";2001330423
Table 2;2001;2;31295;Detroit, MI;42;2,902,480;184.83;19.16;964.3;3,148,300;177.82;18.82;944.5;"Detroit, MI
(42.332916, -83.047853)";2001231295
Table 2;2007;4;31423;Des Moines, IA;7;151,320;208.03;19.02;1,093.3;149,500;192.35;17.84;1,077.8;"Des Moines, IA
(41.588822, -93.620309)";2007431423
Table 2;2002;3;34685;Savannah, GA;5;119,640;118.40;17.62;671.7;115,120;119.57;17.43;685.7;"Savannah, GA
(40.115007, -111.654713)";2002334685
Table 2;2016;3;32600;Little Rock, AR;8;154,830;243.85;28.22;864.1;173,730;234.97;27.49;854.6;"Little Rock, AR
(34.748745, -92.275105)";2016332600
Table 2;2012;2;30466;Phoenix, AZ;53;4,297,830;196.98;17.18;1,146.1;4,379,270;189.76;16.42;1,155.4;"Phoenix, AZ
(30.406931, -87.217578)";2012230466
Table 2;2021;2;31624;Key West, FL;6;125,510;232.78;20.42;1,139.7;9,410;253.96;23.95;1,060.3;;2021231624
Table 2;2019;4;30792;Buffalo, NY;15;680,050;194.99;20.61;946.3;708,500;182.47;19.40;940.4;;2019430792
Table 2;2015;3;34614;Salt Lake City, UT;29;1,970,050;219.54;20.81;1,054.9;1,801,980;222.67;21.61;1,030.2;"Salt Lake City, UT
(40.758478, -111.888142)";2015334614
Table 2;2007;1;33570;San Diego, CA;42;2,921,660;163.83;13.58;1,205.6;2,817,420;167.53;13.51;1,239.9;"San Diego, CA
(32.71576, -117.163817)";2007133570
Table 2;2019;2;30325;Denver, CO;61;7,319,930;188.51;17.83;1,057.1;7,114,920;186.21;17.67;1,054.0;(39.738453, -104.984853);2019230325
Table 2;2018;4;30977;Chicago, IL;66;9,777,190;211.28;21.84;967.5;9,796,700;190.63;19.87;959.6;;2018430977
Table 2;1997;1;33192;Sacramento, CA;16;728,770;114.93;15.20;755.7;544,200;120.62;14.94;806.9;"Sacramento, CA
(38.582087, -121.50012)";1997133192
Table 2;2001;4;34614;Salt Lake City, UT;29;1,333,720;138.72;14.71;943.0;1,592,240;150.22;16.45;912.9;"Salt Lake City, UT
(40.758478, -111.888142)";2001434614
Table 2;2001;4;30423;Austin, TX;29;968,550;150.88;14.60;1,033.3;1,184,240;195.56;20.08;973.5;"Austin, TX
(30.264979, -97.746598)";2001430423
Table 2;1999;3;33244;Memphis, TN;17;515,080;191.67;24.67;776.8;474,490;203.57;25.83;788.1;"Memphis, TN
(35.143378, -90.052136)";1999333244
Table 2;2004;1;33495;New Orleans, LA;37;1,513,290;152.77;15.88;961.5;1,484,290;150.61;15.60;965.1;"New Orleans, LA
(29.950621, -90.074948)";2004133495
Table 2;2008;1;32206;Harlingen/San Benito, TX;5;121,020;121.12;24.07;503.2;125,740;116.07;22.30;520.3;"Harlingen/San Benito, TX
(40.8078, -73.945801)";2008132206
Table 2;2020;3;32211;Las Vegas, NV;65;2,307,340;140.49;10.74;1,307.8;6,973,640;178.85;14.80;1,208.2;;2020332211
Table 2;2014;3;31650;Minneapolis/St. Paul, MN;42;3,167,510;246.18;23.50;1,047.4;2,915,700;246.00;23.90;1,028.9;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";2014331650
Table 2;2001;4;34653;Tulsa, OK;13;315,930;141.08;17.67;798.4;382,280;157.82;20.45;771.6;"Tulsa, OK
(61.096484, -160.967455)";2001434653
Table 2;2010;3;30559;Seattle, WA;50;4,370,530;203.45;13.92;1,461.4;4,290,410;181.89;12.68;1,434.2;"Seattle, WA
(47.603229, -122.33028)";2010330559
Table 2;2008;3;34986;Sarasota/Bradenton, FL;4;103,420;151.09;16.51;914.6;108,580;140.22;15.57;900.1;"Sarasota/Bradenton, FL
(27.336483, -82.538602)";2008334986
Table 2;2008;2;33044;Louisville, KY;16;515,260;189.26;20.65;916.4;470,670;179.38;19.48;920.6;"Louisville, KY
(38.256078, -85.751569)";2008233044
Table 2;2001;1;34057;Portland, OR;27;1,627,740;155.92;15.06;1,034.8;1,475,060;159.88;14.85;1,076.6;"Portland, OR
(45.516018, -122.681425)";2001134057
Table 2;2013;1;32211;Las Vegas, NV;71;5,641,880;190.75;16.19;1,178.0;5,755,210;183.26;15.47;1,183.9;"Las Vegas, NV
(36.169202, -115.140597)";2013132211
Table 2;2016;4;33851;Oklahoma City, OK;13;394,550;227.04;24.23;937.2;424,230;219.66;22.98;956.0;"Oklahoma City, OK
(35.468494, -97.521264)";2016433851
Table 2;2021;2;30977;Chicago, IL;64;6,296,090;167.92;15.94;1,053.2;1,001,350;169.45;15.37;1,102.5;;2021230977
Table 2;1996;2;33198;Kansas City, MO;40;1,631,200;128.75;14.58;882.5;1,471,470;135.73;15.66;866.4;"Kansas City, MO
(39.099792, -94.578559)";1996233198
Table 2;2018;1;30615;El Paso, TX;9;274,120;209.35;28.83;726.1;257,180;221.66;30.45;728.0;"El Paso, TX
(31.76006, -106.492257)";2018130615
Table 2;2014;2;33195;Tampa, FL (Metropolitan Area);46;3,093,940;198.49;18.67;1,062.9;2,956,210;183.07;17.32;1,056.5;"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)";2014233195
Table 2;2015;1;30977;Chicago, IL;65;7,462,700;209.19;21.23;985.1;7,002,840;221.11;22.38;987.7;"Chicago, IL
(41.775002, -87.696388)";2015130977
Table 2;1997;3;30994;Charleston, SC;5;118,880;162.25;24.92;650.9;110,970;137.19;20.79;659.7;"Charleston, SC
(32.77647, -79.931027)";1997330994
Table 2;2001;2;30713;Boise, ID;9;310,500;112.08;22.08;507.5;284,520;119.74;22.78;525.6;"Boise, ID
(43.597772, -83.884521)";2001230713
Table 2;1998;1;34986;Sarasota/Bradenton, FL;8;190,320;147.91;13.52;1,093.8;220,990;128.38;11.67;1,099.4;"Sarasota/Bradenton, FL
(27.336483, -82.538602)";1998134986
Table 2;2007;1;34262;Palm Springs, CA;6;187,740;190.81;17.13;1,113.7;185,490;195.99;17.15;1,142.7;"Palm Springs, CA
(33.830302, -116.546843)";2007134262
Table 2;2006;3;30792;Buffalo, NY;18;836,790;136.97;15.03;911.1;830,610;128.43;14.33;896.0;"Buffalo, NY
(39.945422, -78.64671)";2006330792
Table 2;2011;1;34262;Palm Springs, CA;7;182,260;210.57;18.56;1,134.5;180,470;189.02;16.67;1,133.9;"Palm Springs, CA
(33.830302, -116.546843)";2011134262
Table 2;1998;4;31136;Jacksonville, FL;19;618,800;144.33;18.74;770.1;586,740;144.81;18.79;770.3;"Jacksonville, FL
(30.325968, -81.65676)";1998431136
Table 2;2016;2;34685;Savannah, GA;5;199,210;197.03;26.37;747.1;181,980;208.18;27.51;756.8;"Savannah, GA
(40.115007, -111.654713)";2016234685
Table 2;2000;1;31423;Des Moines, IA;9;136,840;204.09;18.75;1,088.3;133,300;197.65;18.45;1,071.3;"Des Moines, IA
(41.588822, -93.620309)";2000131423
Table 2;1999;2;30529;Hartford, CT;28;995,930;199.39;17.16;1,161.4;868,770;218.32;18.46;1,182.3;"Hartford, CT
(41.765775, -72.673356)";1999230529
Table 2;2004;3;30198;Pittsburgh, PA;23;1,065,290;174.33;16.06;1,085.2;1,102,270;170.82;15.11;1,129.8;"Pittsburgh, PA
(40.442169, -79.994945)";2004330198
Table 2;2012;4;31714;Fort Myers, FL;22;1,249,630;191.36;17.07;1,121.0;1,186,780;195.23;17.52;1,114.2;"Fort Myers, FL
(40.253979, -103.801495)";2012431714
Table 2;2006;1;33342;Milwaukee, WI;22;906,770;169.71;15.88;1,068.5;885,610;153.58;14.10;1,088.8;"Milwaukee, WI
(43.041072, -87.909421)";2006133342
Table 2;2008;4;30615;El Paso, TX;13;413,790;171.96;22.20;774.4;449,620;159.60;20.84;765.5;"El Paso, TX
(31.76006, -106.492257)";2008430615
Table 2;2002;2;34524;Richmond, VA;8;191,800;216.73;27.89;776.8;226,690;236.86;31.06;762.6;"Richmond, VA
(37.540759, -77.433932)";2002234524
Table 2;2015;4;31714;Fort Myers, FL;22;1,372,130;201.42;17.88;1,126.2;1,322,210;207.58;18.51;1,121.1;"Fort Myers, FL
(40.253979, -103.801495)";2015431714
Table 2;2019;3;33195;Tampa, FL (Metropolitan Area);45;3,183,430;183.69;16.95;1,083.5;3,122,220;182.92;16.87;1,084.1;(37.8606, -78.804199);2019333195
Table 2;2015;2;33195;Tampa, FL (Metropolitan Area);49;3,376,850;187.57;17.46;1,074.0;3,132,460;198.37;18.61;1,065.5;"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)";2015233195
Table 2;2010;3;30257;Albany, NY;9;263,850;205.28;16.58;1,237.7;281,770;175.74;14.15;1,241.9;"Albany, NY
(42.651242, -73.755418)";2010330257
Table 2;2016;4;33105;Cincinnati, OH;22;864,020;218.18;22.44;972.2;788,820;236.09;24.25;973.5;"Cincinnati, OH
(39.104427, -84.513808)";2016433105
Table 2;1998;3;31995;Greensboro/High Point, NC;10;300,400;169.28;31.71;533.7;221,410;206.95;39.85;519.3;"Greensboro/High Point, NC
(36.072701, -79.793899)";1998331995
Table 2;2002;1;34524;Richmond, VA;7;140,200;232.41;36.74;632.4;175,410;251.18;40.99;612.7;"Richmond, VA
(37.540759, -77.433932)";2002134524
Table 2;2020;2;31650;Minneapolis/St. Paul, MN;42;450,930;171.31;14.53;1,179.1;3,911,470;213.97;20.30;1,054.0;(44.977479, -93.264346);2020231650
Table 2;2011;4;34262;Palm Springs, CA;6;143,750;238.31;22.30;1,068.5;122,490;196.73;18.27;1,076.7;"Palm Springs, CA
(33.830302, -116.546843)";2011434262
Table 2;2009;3;34576;Rochester, NY;12;329,200;140.45;15.16;926.2;339,120;171.60;18.24;940.6;"Rochester, NY
(43.155708, -77.612547)";2009334576
Table 2;2007;3;32337;Indianapolis, IN;26;1,187,110;167.90;15.79;1,062.9;1,143,910;169.75;15.89;1,068.2;"Indianapolis, IN
(39.76845, -86.156212)";2007332337
Table 2;2011;2;34986;Sarasota/Bradenton, FL;5;134,810;190.77;19.99;953.9;140,090;157.82;16.46;958.4;"Sarasota/Bradenton, FL
(27.336483, -82.538602)";2011234986
Table 2;2019;3;30325;Denver, CO;67;8,105,400;184.76;17.48;1,057.0;7,688,330;188.19;17.78;1,058.7;(39.738453, -104.984853);2019330325
Table 2;2016;4;34524;Richmond, VA;13;416,130;230.68;24.62;937.0;425,420;226.88;23.84;951.8;"Richmond, VA
(37.540759, -77.433932)";2016434524
Table 2;1998;3;30559;Seattle, WA;47;3,559,910;169.01;12.49;1,352.6;3,439,620;161.52;12.15;1,328.9;"Seattle, WA
(47.603229, -122.33028)";1998330559
Table 2;2018;1;31714;Fort Myers, FL;28;2,059,400;200.49;17.47;1,147.6;2,019,280;195.08;16.98;1,148.7;"Fort Myers, FL
(40.253979, -103.801495)";2018131714
Table 2;2014;1;33495;New Orleans, LA;31;1,530,990;221.27;22.95;964.1;1,469,800;231.77;23.69;978.0;"New Orleans, LA
(29.950621, -90.074948)";2014133495
Table 2;2013;1;30198;Pittsburgh, PA;23;1,081,820;202.76;20.94;968.1;1,098,770;201.49;20.65;975.4;"Pittsburgh, PA
(40.442169, -79.994945)";2013130198
Table 2;2018;3;33198;Kansas City, MO;32;1,794,940;201.06;21.36;941.1;1,788,500;196.33;20.83;942.5;;2018333198
Table 2;2005;2;30194;Dallas/Fort Worth, TX;65;5,382,980;180.39;20.12;896.3;5,015,030;184.84;20.40;905.6;"Dallas/Fort Worth, TX
(40.11086, -77.035636)";2005230194
Table 2;2015;4;33316;Omaha, NE;16;533,080;217.30;21.65;1,003.7;523,620;212.73;21.72;979.2;"Omaha, NE
(46.07035, -93.666319)";2015433316
Table 2;1997;2;34057;Portland, OR;31;1,566,780;150.21;13.74;1,092.5;1,538,870;134.75;12.81;1,051.3;"Portland, OR
(45.516018, -122.681425)";1997234057
Table 2;2009;3;30436;Tucson, AZ;12;406,000;158.76;16.57;957.6;444,580;173.89;18.31;949.4;"Tucson, AZ
(35.167852, -103.726151)";2009330436
Table 2;2011;3;30559;Seattle, WA;49;4,440,400;212.68;14.76;1,440.1;4,355,160;203.35;13.92;1,460.0;"Seattle, WA
(47.603229, -122.33028)";2011330559
Table 2;2021;1;31423;Des Moines, IA;13;145,060;164.62;14.21;1,158.7;244,630;208.97;18.92;1,104.3;;2021131423
Table 2;2003;3;30529;Hartford, CT;29;1,001,340;169.96;13.12;1,294.6;1,036,070;158.15;12.18;1,297.8;"Hartford, CT
(41.765775, -72.673356)";2003330529
Table 2;2005;2;30436;Tucson, AZ;14;493,800;150.57;14.88;1,011.8;467,350;148.10;14.64;1,011.0;"Tucson, AZ
(35.167852, -103.726151)";2005230436
Table 2;2014;3;34492;Raleigh/Durham, NC;29;1,489,420;219.32;23.45;935.0;1,397,960;214.26;22.97;932.6;"Raleigh/Durham, NC
(42.673348, -72.179683)";2014334492
Table 2;2016;4;33316;Omaha, NE;17;557,180;202.89;20.60;984.9;548,550;219.09;21.62;1,013.5;"Omaha, NE
(46.07035, -93.666319)";2016433316
Table 2;2002;1;30721;Boston, MA (Metropolitan Area);52;4,264,660;185.31;15.51;1,194.4;5,062,290;209.94;18.29;1,147.6;"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)";2002130721
Table 2;2005;4;30721;Boston, MA (Metropolitan Area);54;6,124,400;168.78;14.06;1,200.0;6,027,590;156.60;13.04;1,200.1;"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)";2005430721
Table 2;2015;1;34027;West Palm Beach/Palm Beach, FL;16;1,268,060;212.06;19.77;1,072.6;1,196,050;208.49;19.49;1,069.5;"West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)";2015134027
Table 2;2008;3;30436;Tucson, AZ;12;444,580;173.89;18.31;949.4;485,450;151.66;15.80;959.8;"Tucson, AZ
(35.167852, -103.726151)";2008330436
Table 2;2018;1;34027;West Palm Beach/Palm Beach, FL;13;1,175,600;217.83;20.65;1,055.0;1,170,310;199.26;18.86;1,056.6;"West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)";2018134027
Table 2;2000;1;30559;Seattle, WA;38;2,683,870;179.01;14.20;1,260.3;2,476,360;171.79;13.97;1,229.5;"Seattle, WA
(47.603229, -122.33028)";2000130559
Table 2;2000;3;30257;Albany, NY;12;360,460;147.70;10.61;1,391.5;201,260;203.17;15.86;1,280.5;"Albany, NY
(42.651242, -73.755418)";2000330257
Table 2;2001;1;30158;Atlantic City, NJ;5;140,040;112.26;12.09;928.5;142,240;111.62;12.01;928.8;"Atlantic City, NJ
(33.748547, -84.391502)";2001130158
Table 2;2015;4;35096;Syracuse, NY;8;191,120;191.19;25.49;749.8;180,720;202.31;27.36;739.3;"Syracuse, NY
(43.047945, -76.147448)";2015435096
Table 2;1999;4;33192;Sacramento, CA;19;1,297,800;119.94;15.99;749.9;1,118,830;121.40;16.06;755.6;"Sacramento, CA
(38.582087, -121.50012)";1999433192
Table 2;2002;2;35096;Syracuse, NY;6;141,890;140.45;18.99;739.3;159,160;156.44;21.99;711.2;"Syracuse, NY
(43.047945, -76.147448)";2002235096
Table 2;2009;1;32211;Las Vegas, NV;79;5,914,940;150.85;12.58;1,198.5;6,852,710;157.21;13.44;1,168.9;"Las Vegas, NV
(36.169202, -115.140597)";2009132211
Table 2;2004;2;30423;Austin, TX;30;1,095,890;176.19;16.86;1,044.9;989,250;171.02;16.73;1,022.0;"Austin, TX
(30.264979, -97.746598)";2004230423
Table 2;2011;3;31650;Minneapolis/St. Paul, MN;42;2,998,870;217.51;21.05;1,033.2;2,861,170;209.79;20.47;1,024.8;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";2011331650
Table 2;2000;3;30436;Tucson, AZ;10;321,670;154.50;16.93;912.0;318,160;151.72;16.46;921.3;"Tucson, AZ
(35.167852, -103.726151)";2000330436
Table 2;2009;2;30189;Colorado Springs, CO;5;116,650;170.62;18.00;947.5;124,290;190.84;21.12;903.6;"Colorado Springs, CO
(38.835224, -104.819798)";2009230189
Table 2;1998;2;31454;Orlando, FL;63;4,303,450;138.42;12.73;1,087.2;4,136,980;129.45;12.10;1,069.8;"Orlando, FL
(28.538331, -81.378879)";1998231454
Table 2;2006;2;33105;Cincinnati, OH;24;629,060;302.09;31.41;961.6;849,450;202.91;21.50;943.7;"Cincinnati, OH
(39.104427, -84.513808)";2006233105
Table 2;2013;2;34057;Portland, OR;32;2,065,550;198.86;16.31;1,218.8;1,933,050;203.88;16.66;1,223.8;"Portland, OR
(45.516018, -122.681425)";2013234057
Table 2;2000;4;33316;Omaha, NE;17;482,290;170.38;17.35;981.9;483,600;162.13;16.55;979.5;"Omaha, NE
(46.07035, -93.666319)";2000433316
Table 2;2010;4;34576;Rochester, NY;9;274,220;148.84;19.84;750.2;277,080;141.16;18.22;774.4;"Rochester, NY
(43.155708, -77.612547)";2010434576
Table 2;2016;3;31986;Grand Rapids, MI;13;286,630;233.23;20.84;1,119.0;287,030;241.14;21.47;1,123.3;"Grand Rapids, MI
(47.925705, -97.036068)";2016331986
Table 2;2019;3;33570;San Diego, CA;46;4,309,870;197.48;15.73;1,255.7;4,161,560;194.46;15.29;1,271.8;(32.71576, -117.163817);2019333570
Table 2;2003;3;33570;San Diego, CA;43;2,809,770;153.66;12.19;1,260.3;2,655,070;151.03;12.29;1,228.3;"San Diego, CA
(32.71576, -117.163817)";2003333570
Table 2;2003;1;30693;Nashville, TN;30;957,790;154.18;17.64;874.0;915,210;148.64;17.43;852.3;"Nashville, TN
(36.166687, -86.779932)";2003130693
Table 2;2009;2;30158;Atlantic City, NJ;5;170,220;107.02;12.34;866.8;181,630;103.63;12.37;837.2;"Atlantic City, NJ
(33.748547, -84.391502)";2009230158
Table 2;2002;4;31714;Fort Myers, FL;18;825,020;146.78;13.14;1,117.1;715,190;142.20;12.83;1,107.7;"Fort Myers, FL
(40.253979, -103.801495)";2002431714
Table 2;2006;3;34057;Portland, OR;34;2,185,100;178.69;14.63;1,220.6;2,190,500;165.07;13.45;1,226.8;"Portland, OR
(45.516018, -122.681425)";2006334057
Table 2;2017;1;34986;Sarasota/Bradenton, FL;5;127,260;235.22;23.39;1,005.5;142,260;221.23;21.90;1,010.4;"Sarasota/Bradenton, FL
(27.336483, -82.538602)";2017134986
Table 2;2003;3;35096;Syracuse, NY;9;159,250;165.15;15.58;1,059.7;168,600;159.56;15.27;1,044.8;"Syracuse, NY
(43.047945, -76.147448)";2003335096
Table 2;1996;1;33198;Kansas City, MO;38;1,231,990;134.91;15.24;885.1;1,135,330;139.25;15.48;899.4;"Kansas City, MO
(39.099792, -94.578559)";1996133198
Table 2;2013;1;30559;Seattle, WA;40;3,131,700;202.76;15.32;1,322.9;3,077,930;192.03;14.46;1,328.0;"Seattle, WA
(47.603229, -122.33028)";2013130559
Table 2;2015;4;30325;Denver, CO;64;6,196,690;185.86;17.85;1,041.1;5,840,930;190.72;18.71;1,018.9;"Denver, CO
(39.738453, -104.984853)";2015430325
Table 2;2013;2;33044;Louisville, KY;16;465,830;223.59;25.25;885.3;425,770;232.02;24.20;958.4;"Louisville, KY
(38.256078, -85.751569)";2013233044
Table 2;2021;2;33192;Sacramento, CA;31;1,384,120;182.22;17.16;1,062.0;311,140;165.92;14.82;1,119.7;;2021233192
Table 2;1996;4;30529;Hartford, CT;28;786,060;209.20;18.12;1,154.5;746,030;199.41;17.87;1,115.3;"Hartford, CT
(41.765775, -72.673356)";1996430529
Table 2;1997;1;32600;Little Rock, AR;10;209,100;116.32;19.00;612.2;183,910;116.18;18.87;615.6;"Little Rock, AR
(34.748745, -92.275105)";1997132600
Table 2;1999;1;33244;Memphis, TN;17;459,410;208.56;27.54;757.3;417,180;217.27;27.46;791.2;"Memphis, TN
(35.143378, -90.052136)";1999133244
Table 2;2020;1;34321;Portland, ME;5;102,030;171.43;20.24;846.9;121,150;166.00;19.99;830.6;(45.516018, -122.681425);2020134321
Table 2;2017;2;31295;Detroit, MI;36;3,250,150;211.53;20.52;1,030.6;3,092,050;208.73;20.10;1,038.2;"Detroit, MI
(42.332916, -83.047853)";2017231295
Table 2;2016;2;33214;San Antonio, TX;28;1,271,120;227.96;20.84;1,093.8;1,200,790;230.31;21.30;1,081.1;"San Antonio, TX
(29.425173, -98.494599)";2016233214
Table 2;2020;1;31057;Charlotte, NC;38;1,696,110;229.82;26.37;871.4;1,980,650;245.14;28.40;863.0;(35.222936, -80.840161);2020131057
Table 2;2010;3;34524;Richmond, VA;11;390,560;165.16;17.49;944.2;364,130;155.87;17.10;911.2;"Richmond, VA
(37.540759, -77.433932)";2010334524
Table 2;2004;2;31986;Grand Rapids, MI;10;186,310;169.92;14.09;1,205.5;181,860;159.04;12.59;1,262.3;"Grand Rapids, MI
(47.925705, -97.036068)";2004231986
Table 2;2002;3;34614;Salt Lake City, UT;30;1,408,560;151.16;15.15;997.6;1,539,580;143.29;14.49;988.4;"Salt Lake City, UT
(40.758478, -111.888142)";2002334614
Table 2;2017;3;34685;Savannah, GA;4;185,600;165.09;22.37;737.9;162,830;175.80;23.59;745.1;"Savannah, GA
(40.115007, -111.654713)";2017334685
Table 2;2016;1;33198;Kansas City, MO;31;1,412,920;214.54;22.71;944.5;1,361,230;216.80;23.11;938.2;"Kansas City, MO
(39.099792, -94.578559)";2016133198
Table 2;1997;1;31057;Charlotte, NC;26;638,250;260.39;36.42;714.9;580,180;247.16;34.55;715.3;"Charlotte, NC
(35.222936, -80.840161)";1997131057
Table 2;2011;3;31295;Detroit, MI;37;2,664,300;204.97;19.01;1,078.1;2,572,270;193.30;18.25;1,059.1;"Detroit, MI
(42.332916, -83.047853)";2011331295
Table 2;2010;2;31136;Jacksonville, FL;25;900,430;177.97;17.61;1,010.5;955,810;155.59;15.78;985.7;"Jacksonville, FL
(30.325968, -81.65676)";2010231136
Table 2;2003;3;30599;Birmingham, AL;13;303,830;156.95;19.46;806.3;309,180;149.05;17.93;831.2;"Birmingham, AL
(33.522859, -86.807705)";2003330599
Table 2;1999;3;33570;San Diego, CA;43;2,531,310;161.03;13.82;1,165.0;2,403,390;156.51;13.49;1,160.2;"San Diego, CA
(32.71576, -117.163817)";1999333570
Table 2;2007;1;32600;Little Rock, AR;8;195,520;160.83;22.52;714.2;196,990;163.59;23.34;700.8;"Little Rock, AR
(34.748745, -92.275105)";2007132600
Table 2;2001;4;31986;Grand Rapids, MI;9;133,840;167.76;14.96;1,121.0;147,270;192.85;17.53;1,099.8;"Grand Rapids, MI
(47.925705, -97.036068)";2001431986
Table 2;2000;4;34524;Richmond, VA;10;261,010;241.79;29.67;814.9;245,380;230.77;29.89;772.0;"Richmond, VA
(37.540759, -77.433932)";2000434524
Table 2;2014;4;33158;Midland/Odessa, TX;3;128,470;227.52;51.02;445.9;122,520;211.60;47.45;446.0;"Midland/Odessa, TX
(31.997433, -102.078043)";2014433158
Table 2;2004;3;31703;New York City, NY (Metropolitan Area);76;12,819,150;169.10;13.62;1,241.5;11,511,210;183.61;14.80;1,240.5;"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)";2004331703
Table 2;1996;2;33851;Oklahoma City, OK;19;432,600;125.94;16.49;763.7;406,220;140.33;18.33;765.2;"Oklahoma City, OK
(35.468494, -97.521264)";1996233851
Table 2;2015;4;31884;Spokane, WA;9;380,960;164.61;24.99;658.6;374,270;162.72;25.55;636.8;"Spokane, WA
(47.658999, -117.425022)";2015431884
Table 2;2013;1;33044;Louisville, KY;15;382,310;210.46;24.55;857.2;336,800;222.78;24.33;915.6;"Louisville, KY
(38.256078, -85.751569)";2013133044
Table 2;2012;4;33044;Louisville, KY;16;459,400;205.71;22.60;910.1;399,470;224.91;23.88;941.7;"Louisville, KY
(38.256078, -85.751569)";2012433044
Table 2;2016;3;32337;Indianapolis, IN;24;1,231,500;203.90;20.08;1,015.4;1,181,510;221.26;21.09;1,049.4;"Indianapolis, IN
(39.76845, -86.156212)";2016332337
Table 2;2001;3;34027;West Palm Beach/Palm Beach, FL;14;660,650;126.45;11.63;1,086.7;694,870;142.11;13.23;1,073.7;"West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)";2001334027
Table 2;2020;3;33192;Sacramento, CA;32;695,570;158.19;14.12;1,120.2;2,133,590;188.13;18.55;1,014.4;;2020333192
Table 2;2014;1;30466;Phoenix, AZ;64;4,796,240;206.01;18.02;1,142.6;4,641,750;199.55;17.74;1,124.5;"Phoenix, AZ
(30.406931, -87.217578)";2014130466
Table 2;1999;3;34492;Raleigh/Durham, NC;29;1,284,380;156.81;18.44;850.0;925,560;197.41;23.96;823.7;"Raleigh/Durham, NC
(42.673348, -72.179683)";1999334492
Table 2;1996;2;34576;Rochester, NY;11;248,090;191.71;24.66;777.4;231,610;203.73;26.30;774.6;"Rochester, NY
(43.155708, -77.612547)";1996234576
Table 2;2015;4;30666;Bellingham, WA;5;115,140;116.61;11.70;996.5;147,800;123.43;12.42;993.6;"Bellingham, WA
(41.698264, -88.077915)";2015430666
Table 2;2011;3;30140;Albuquerque, NM;21;796,910;194.56;20.08;968.7;788,580;187.75;19.17;979.1;"Albuquerque, NM
(35.084248, -106.649241)";2011330140
Table 2;2020;2;33195;Tampa, FL (Metropolitan Area);63;599,350;163.29;14.30;1,141.6;3,987,800;189.36;17.49;1,082.6;(37.8606, -78.804199);2020233195
Table 2;1997;4;30792;Buffalo, NY;11;352,860;167.19;22.96;727.9;322,700;169.14;23.61;716.4;"Buffalo, NY
(39.945422, -78.64671)";1997430792
Table 2;2019;4;32337;Indianapolis, IN;25;1,416,220;220.10;21.92;1,004.0;1,464,270;214.03;21.29;1,005.5;;2019432337
Table 2;2015;2;33214;San Antonio, TX;28;1,200,970;230.33;21.30;1,081.1;1,193,660;229.99;21.58;1,065.7;"San Antonio, TX
(29.425173, -98.494599)";2015233214
Table 2;1996;2;31267;Dayton, OH;13;209,420;195.04;23.02;847.1;253,480;190.30;21.61;880.5;"Dayton, OH
(39.760982, -84.192203)";1996231267
Table 2;2002;3;33570;San Diego, CA;43;2,654,990;150.96;12.33;1,224.0;2,625,120;148.55;12.44;1,193.6;"San Diego, CA
(32.71576, -117.163817)";2002333570
Table 2;2005;2;30977;Chicago, IL;66;9,053,070;151.52;15.83;956.9;8,604,050;153.22;15.90;963.6;"Chicago, IL
(41.775002, -87.696388)";2005230977
Table 2;2017;1;30977;Chicago, IL;65;8,390,050;184.69;18.58;994.2;8,122,690;188.57;18.87;999.3;"Chicago, IL
(41.775002, -87.696388)";2017130977
